,ID,Title,Acceptance,Difficulty,Frequency,Link
58,155,Min Stack,44.5%,Easy,0.0188618110979738, https://leetcode.com/problems/min-stack
59,206,Reverse Linked List,62.5%,Easy,0.0145351396191131, https://leetcode.com/problems/reverse-linked-list
60,3,Longest Substring Without Repeating Characters,30.4%,Medium,0.0139143434564941, https://leetcode.com/problems/longest-substring-without-repeating-characters
61,44,Wildcard Matching,24.7%,Hard,0.0137035374972618, https://leetcode.com/problems/wildcard-matching
62,122,Best Time to Buy and Sell Stock II,57.0%,Easy,0.0133513331748642, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
63,120,Triangle,44.2%,Medium,0.0132364606258309, https://leetcode.com/problems/triangle
64,739,Daily Temperatures,63.3%,Medium,0.0100326901218144, https://leetcode.com/problems/daily-temperatures
65,17,Letter Combinations of a Phone Number,46.8%,Medium,0.009877165461676, https://leetcode.com/problems/letter-combinations-of-a-phone-number
66,380,Insert Delete GetRandom O(1),47.5%,Medium,0.0098208498640944, https://leetcode.com/problems/insert-delete-getrandom-o1
67,189,Rotate Array,34.7%,Easy,0.0090443788066599, https://leetcode.com/problems/rotate-array
68,53,Maximum Subarray,46.5%,Easy,0.0086402956796029, https://leetcode.com/problems/maximum-subarray
69,253,Meeting Rooms II,45.7%,Medium,0.0080792198705464, https://leetcode.com/problems/meeting-rooms-ii
70,141,Linked List Cycle,41.1%,Easy,0.0078438610289084, https://leetcode.com/problems/linked-list-cycle
71,56,Merge Intervals,39.3%,Medium,0.0077969727060047, https://leetcode.com/problems/merge-intervals
72,876,Middle of the Linked List,68.4%,Easy,0.0076248939756969, https://leetcode.com/problems/middle-of-the-linked-list
73,16,3Sum Closest,46.0%,Medium,0.0075259057003469, https://leetcode.com/problems/3sum-closest
74,118,Pascal's Triangle,52.5%,Easy,0.006749941254175, https://leetcode.com/problems/pascals-triangle
75,283,Move Zeroes,57.8%,Easy,0.0064804374258567, https://leetcode.com/problems/move-zeroes
76,973,K Closest Points to Origin,63.8%,Medium,0.0057736880944263, https://leetcode.com/problems/k-closest-points-to-origin
77,237,Delete Node in a Linked List,63.8%,Easy,0.0051447058812376, https://leetcode.com/problems/delete-node-in-a-linked-list
78,46,Permutations,63.5%,Medium,0.0042163022301392, https://leetcode.com/problems/permutations
79,242,Valid Anagram,56.9%,Easy,0.0041541237431159, https://leetcode.com/problems/valid-anagram
80,215,Kth Largest Element in an Array,55.4%,Medium,0.0039024439769317, https://leetcode.com/problems/kth-largest-element-in-an-array
81,78,Subsets,62.0%,Medium,0.0036876597519533, https://leetcode.com/problems/subsets
82,98,Validate Binary Search Tree,27.8%,Medium,0.0029437760440133, https://leetcode.com/problems/validate-binary-search-tree
83,104,Maximum Depth of Binary Tree,66.0%,Easy,0.0027878468014331, https://leetcode.com/problems/maximum-depth-of-binary-tree
84,20,Valid Parentheses,39.0%,Easy,0.0023005704055949, https://leetcode.com/problems/valid-parentheses
85,347,Top K Frequent Elements,61.2%,Medium,0.0014856636219477, https://leetcode.com/problems/top-k-frequent-elements
86,50,Pow(x;n),30.3%,Medium,0.0014016892647828, https://leetcode.com/problems/powx-n
116,931,Minimum Falling Path Sum,62.5%,Medium,0.1028522948397551, https://leetcode.com/problems/minimum-falling-path-sum
144,1010,Pairs of Songs With Total Durations Divisible by 60,47.4%,Easy,0.0418033698043605, https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
150,317,Shortest Distance from All Buildings,41.4%,Hard,0.0379552200004355, https://leetcode.com/problems/shortest-distance-from-all-buildings
158,167,Two Sum II - Input array is sorted,54.1%,Easy,0.0218498382477722, https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
162,240,Search a 2D Matrix II,43.2%,Medium,0.0169815401480941, https://leetcode.com/problems/search-a-2d-matrix-ii
164,628,Maximum Product of Three Numbers,47.1%,Easy,0.0165293019512105, https://leetcode.com/problems/maximum-product-of-three-numbers
166,445,Add Two Numbers II,54.5%,Medium,0.0123306124574787, https://leetcode.com/problems/add-two-numbers-ii
169,207,Course Schedule,43.1%,Medium,0.0111345948091167, https://leetcode.com/problems/course-schedule
171,72,Edit Distance,44.8%,Hard,0.0100176144523177, https://leetcode.com/problems/edit-distance
173,70,Climbing Stairs,47.8%,Easy,0.0093907984835275, https://leetcode.com/problems/climbing-stairs
177,295,Find Median from Data Stream,44.3%,Hard,0.0089989358685695, https://leetcode.com/problems/find-median-from-data-stream
178,63,Unique Paths II,34.6%,Medium,0.0087127538749611, https://leetcode.com/problems/unique-paths-ii
179,438,Find All Anagrams in a String,43.3%,Medium,0.0081268224604974, https://leetcode.com/problems/find-all-anagrams-in-a-string
181,13,Roman to Integer,55.7%,Easy,0.0076982674257523, https://leetcode.com/problems/roman-to-integer
182,204,Count Primes,31.5%,Easy,0.0070721652613624, https://leetcode.com/problems/count-primes
184,39,Combination Sum,56.1%,Medium,0.0057159343964409, https://leetcode.com/problems/combination-sum
187,15,3Sum,26.8%,Medium,0.0049409927587425, https://leetcode.com/problems/3sum
188,160,Intersection of Two Linked Lists,40.6%,Easy,0.0049013699397204, https://leetcode.com/problems/intersection-of-two-linked-lists
190,23,Merge k Sorted Lists,40.2%,Hard,0.004051459000748, https://leetcode.com/problems/merge-k-sorted-lists
191,198,House Robber,42.0%,Easy,0.0037576371128333, https://leetcode.com/problems/house-robber
192,344,Reverse String,68.5%,Easy,0.0032695795025198, https://leetcode.com/problems/reverse-string
193,88,Merge Sorted Array,39.4%,Easy,0.0030102370714243, https://leetcode.com/problems/merge-sorted-array
363,1109,Corporate Flight Bookings,52.8%,Medium,0.0, https://leetcode.com/problems/corporate-flight-bookings
364,1116,Print Zero Even Odd,56.0%,Medium,0.0, https://leetcode.com/problems/print-zero-even-odd
365,1427,Perform String Shifts,53.1%,Easy,0.0, https://leetcode.com/problems/perform-string-shifts
